sku,category,price
sku43686,Misc,1374.83
sku43687,Toilets,976.62
sku43688,Faucets,4680.46
sku43689,Showers,151.97
sku43690,Toilets,2729.54
sku43691,Showers,4495.16
sku43692,Faucets,2368.45
sku43693,Faucets,3074.15
sku43694,Faucets,4156.17
sku43695,Faucets,3576.58
sku43696,Showers,4477.87
sku43697,Faucets,4685.42
sku43698,Toilets,2665.73
sku43699,Toilets,563.61
sku43700,Faucets,2842.45
sku43701,Showers,4792.21
sku43702,Faucets,3216.04
sku43703,Faucets,1766.93
sku43704,Showers,4066.67
sku43705,Misc,3578.51
sku43706,Misc,2928.57
sku43707,Showers,2244.93
sku43708,Faucets,4255.27
sku43709,Faucets,4884.88
sku43710,Misc,2220.29
sku43711,Faucets,418.49
sku43712,Faucets,596.22
sku43713,Misc,2487.39
sku43714,Misc,860.2
sku43715,Faucets,1553.86
sku43716,Toilets,3980.5
sku43717,Faucets,2460.82
sku43718,Faucets,663.22
sku43719,Showers,3135.95
sku43720,Misc,4174.27
sku43721,Misc,1610.85
sku43722,Misc,1085.5
sku43723,Toilets,674.95
sku43724,Showers,3814.85
sku43725,Misc,895.77
sku43726,Misc,2011.33
sku43727,Showers,4064.01
sku43728,Faucets,3248.72
sku43729,Misc,98.15
sku43730,Showers,4685.44
sku43731,Showers,1930.13
sku43732,Showers,18.04
sku43733,Toilets,2877.7
sku43734,Faucets,4797.77
sku43735,Misc,4633.34
sku43736,Toilets,1652.87
sku43737,Misc,1078.92
sku43738,Toilets,615.92
sku43739,Misc,3907.16
sku43740,Faucets,1082.11
sku43741,Toilets,3260.26
sku43742,Misc,4087.24
sku43743,Faucets,4155.77
sku43744,Toilets,3927.08
sku43745,Faucets,430.7
sku43746,Misc,4307.58
sku43747,Toilets,2753.76
sku43748,Toilets,807.92
sku43749,Faucets,4735.13
sku43750,Misc,3783.47
sku43751,Faucets,1103.51
sku43752,Misc,290.4
sku43753,Toilets,1041.51
sku43754,Showers,2890.16
sku43755,Toilets,3144.84
sku43756,Showers,1568.84
sku43757,Showers,1061.41
sku43758,Toilets,4941.96
sku43759,Faucets,945.68
sku43760,Faucets,645.21
sku43761,Faucets,3403.19
sku43762,Showers,1632.82
sku43763,Misc,4103.13
sku43764,Faucets,4532.6
sku43765,Faucets,2083.77
sku43766,Toilets,1840.18
sku43767,Showers,2765.84
sku43768,Toilets,3306.28
sku43769,Showers,1467.4
sku43770,Toilets,1788.43
sku43771,Toilets,3750.79
sku43772,Misc,3075.5
sku43773,Misc,4982.86
sku43774,Misc,3558.77
sku43775,Misc,1064.84
sku43776,Showers,853.84
sku43777,Toilets,3673.95
sku43778,Misc,1143.41
sku43779,Showers,3016.15
sku43780,Faucets,4962.15
sku43781,Faucets,4229.5
sku43782,Toilets,1116.38
sku43783,Faucets,2915.04
sku43784,Showers,2023.81
sku43785,Showers,4852.66
sku43786,Toilets,2277.8
sku43787,Showers,3461.54
sku43788,Faucets,946.02
sku43789,Toilets,3905.07
sku43790,Faucets,1322.72
sku43791,Misc,8.1
sku43792,Faucets,3710.4
sku43793,Toilets,2151.32
sku43794,Faucets,869.46
sku43795,Toilets,229.33
sku43796,Faucets,3720.78
sku43797,Faucets,2285.8
sku43798,Showers,1130.59
sku43799,Faucets,3181.38
sku43800,Faucets,669.53
sku43801,Misc,2327.35
sku43802,Toilets,679.12
sku43803,Faucets,2675.85
sku43804,Faucets,2410.66
sku43805,Faucets,4410.89
sku43806,Showers,3214.1
sku43807,Showers,1147.04
sku43808,Toilets,2382.93
sku43809,Showers,4099.89
sku43810,Misc,4070.79
sku43811,Faucets,2816.71
sku43812,Toilets,4973.62
sku43813,Showers,336.52
sku43814,Misc,346.54
sku43815,Toilets,2642.09
sku43816,Showers,3701.58
sku43817,Faucets,3374.97
sku43818,Toilets,2606.01
sku43819,Misc,3282.85
sku43820,Misc,704.7
sku43821,Toilets,2592.78
sku43822,Showers,2318.64
sku43823,Misc,4225.11
sku43824,Faucets,2217.69
sku43825,Misc,233.25
sku43826,Showers,649.88
sku43827,Showers,2780.7
sku43828,Toilets,1905.91
sku43829,Showers,2858.84
sku43830,Faucets,740.01
sku43831,Misc,4202.46
sku43832,Showers,4932.49
sku43833,Showers,4860.19
sku43834,Faucets,6.21
sku43835,Faucets,595.72
sku43836,Misc,354.81
sku43837,Faucets,3966.83
sku43838,Toilets,1441.2
sku43839,Toilets,92.11
sku43840,Faucets,2686.66
sku43841,Misc,1970.37
sku43842,Misc,1306.67
sku43843,Showers,1395.94
sku43844,Faucets,2183.5
sku43845,Showers,4376.55
sku43846,Toilets,3079.99
sku43847,Showers,3128.57
sku43848,Showers,804.66
sku43849,Showers,3367.7
sku43850,Showers,3309.02
sku43851,Faucets,129.04
sku43852,Toilets,4866.52
sku43853,Misc,4168.29
sku43854,Toilets,4730.95
sku43855,Faucets,4197.07
sku43856,Showers,4726.01
sku43857,Faucets,2818.62
sku43858,Misc,3331.42
sku43859,Faucets,1886.33
sku43860,Toilets,3561.95
sku43861,Showers,787.35
sku43862,Faucets,2128.33
sku43863,Faucets,1460.33
sku43864,Misc,1690.89
sku43865,Toilets,3530.15
sku43866,Showers,2220.51
sku43867,Toilets,3126.76
sku43868,Toilets,3485.73
sku43869,Showers,531.75
sku43870,Toilets,3591.67
sku43871,Showers,1150.52
sku43872,Toilets,4711.77
sku43873,Faucets,94.49
sku43874,Toilets,1670.21
sku43875,Misc,1649.3
sku43876,Showers,4585.0
sku43877,Showers,1755.94
sku43878,Toilets,1559.09
sku43879,Misc,843.79
sku43880,Toilets,1796.09
sku43881,Showers,4539.1
sku43882,Showers,3745.69
sku43883,Misc,506.97
sku43884,Showers,3271.73
sku43885,Toilets,4153.23
sku43886,Showers,3939.25
sku43887,Toilets,2898.79
sku43888,Misc,2171.52
sku43889,Faucets,3987.92
sku43890,Misc,965.44
sku43891,Showers,3192.79
sku43892,Misc,1512.18
sku43893,Faucets,2842.53
sku43894,Faucets,72.59
sku43895,Misc,2037.21
sku43896,Showers,4493.02
sku43897,Showers,2296.02
sku43898,Misc,1566.65
sku43899,Misc,4390.61
sku43900,Toilets,926.14
sku43901,Faucets,99.65
sku43902,Faucets,3750.12
sku43903,Toilets,358.51
sku43904,Faucets,2240.46
sku43905,Toilets,914.28
sku43906,Showers,1241.99
sku43907,Faucets,70.43
sku43908,Misc,4839.88
sku43909,Misc,3746.37
sku43910,Misc,3202.07
sku43911,Faucets,1133.51
sku43912,Showers,1691.55
sku43913,Toilets,373.5
sku43914,Faucets,1068.07
sku43915,Showers,1114.97
sku43916,Faucets,85.09
sku43917,Toilets,4594.22
sku43918,Faucets,100.32
sku43919,Misc,3443.37
sku43920,Showers,493.6
sku43921,Toilets,4305.99
sku43922,Toilets,255.77
sku43923,Toilets,117.97
sku43924,Faucets,4037.96
sku43925,Faucets,4794.74
sku43926,Misc,4228.24
sku43927,Misc,631.97
sku43928,Showers,2729.5
sku43929,Toilets,4966.3
sku43930,Toilets,2459.69
sku43931,Toilets,4434.45
sku43932,Faucets,641.48
sku43933,Faucets,2592.54
sku43934,Showers,4571.93
sku43935,Showers,3463.83
sku43936,Misc,4855.25
sku43937,Misc,4760.4
sku43938,Misc,4062.27
sku43939,Faucets,586.77
sku43940,Faucets,4614.3
sku43941,Misc,2182.54
sku43942,Showers,4443.57
sku43943,Showers,2851.61
sku43944,Misc,2364.64
sku43945,Showers,2371.11
sku43946,Faucets,3908.73
sku43947,Misc,616.44
sku43948,Faucets,1300.61
sku43949,Showers,1219.27
sku43950,Toilets,2207.14
sku43951,Toilets,3698.76
sku43952,Showers,2147.3
sku43953,Toilets,285.85
sku43954,Toilets,1612.97
sku43955,Toilets,4432.63
sku43956,Faucets,134.51
sku43957,Misc,3196.4
sku43958,Misc,888.93
sku43959,Faucets,1102.95
sku43960,Showers,1251.16
sku43961,Toilets,682.06
sku43962,Toilets,1178.3
sku43963,Showers,3602.79
sku43964,Faucets,4785.68
sku43965,Toilets,3608.99
sku43966,Showers,4824.95
sku43967,Misc,2591.63
sku43968,Showers,3489.08
sku43969,Misc,3303.69
sku43970,Showers,4411.65
sku43971,Toilets,1225.58
sku43972,Misc,4534.0
sku43973,Misc,688.37
sku43974,Misc,2609.11
sku43975,Misc,3498.01
sku43976,Showers,2780.76
sku43977,Showers,2966.62
sku43978,Toilets,2157.38
sku43979,Toilets,1052.7
sku43980,Showers,3976.18
sku43981,Misc,3339.76
sku43982,Misc,1633.9
sku43983,Showers,3141.85
sku43984,Showers,2731.22
sku43985,Showers,2746.74
sku43986,Showers,4575.86
sku43987,Toilets,790.1
sku43988,Showers,1557.66
sku43989,Toilets,3065.15
sku43990,Faucets,1462.35
sku43991,Misc,4478.17
sku43992,Showers,282.75
sku43993,Toilets,3459.53
sku43994,Faucets,4455.18
sku43995,Faucets,580.27
sku43996,Showers,2896.6
sku43997,Showers,3682.51
sku43998,Toilets,4140.52
sku43999,Faucets,3987.11
sku44000,Showers,696.94
sku44001,Faucets,184.99
sku44002,Showers,3453.66
sku44003,Faucets,1414.91
sku44004,Showers,3082.65
sku44005,Faucets,3834.96
sku44006,Faucets,541.24
sku44007,Showers,3078.31
sku44008,Toilets,888.65
sku44009,Showers,2934.19
sku44010,Toilets,835.25
sku44011,Showers,2894.38
sku44012,Misc,510.58
sku44013,Toilets,409.36
sku44014,Faucets,3027.32
sku44015,Showers,2278.98
sku44016,Misc,1014.21
sku44017,Faucets,3002.97
sku44018,Faucets,4690.06
sku44019,Showers,3262.26
sku44020,Toilets,502.83
sku44021,Faucets,2369.08
sku44022,Faucets,1743.32
sku44023,Misc,2574.69
sku44024,Toilets,4002.77
sku44025,Toilets,1008.69
sku44026,Misc,289.47
sku44027,Faucets,4309.27
sku44028,Showers,4994.78
sku44029,Faucets,3633.57
sku44030,Faucets,2149.95
sku44031,Misc,2057.74
sku44032,Misc,4377.08
sku44033,Misc,2303.02
sku44034,Showers,4129.05
sku44035,Showers,2519.83
sku44036,Faucets,774.24
sku44037,Faucets,1088.6
sku44038,Misc,4244.62
sku44039,Faucets,3946.81
sku44040,Showers,2484.97
sku44041,Misc,3337.29
sku44042,Showers,4927.55
sku44043,Misc,4469.43
sku44044,Showers,3768.63
sku44045,Faucets,4090.08
sku44046,Faucets,355.28
sku44047,Showers,2267.76
sku44048,Faucets,2705.74
sku44049,Misc,4101.46
sku44050,Showers,1683.54
sku44051,Misc,56.0
sku44052,Showers,4846.5
sku44053,Toilets,2071.29
sku44054,Showers,2663.66
sku44055,Showers,917.13
sku44056,Misc,2823.06
sku44057,Misc,123.28
sku44058,Showers,3173.06
sku44059,Faucets,3209.77
sku44060,Toilets,1053.58
sku44061,Showers,4188.85
sku44062,Misc,1259.22
sku44063,Showers,2057.02
sku44064,Showers,2310.27
sku44065,Misc,3629.63
sku44066,Showers,4558.79
sku44067,Showers,3574.47
sku44068,Showers,790.8
sku44069,Showers,54.9
sku44070,Faucets,450.33
sku44071,Showers,4752.99
sku44072,Showers,3522.7
sku44073,Faucets,2259.92
sku44074,Toilets,4301.87
sku44075,Faucets,4510.53
sku44076,Showers,202.34
sku44077,Misc,4890.45
sku44078,Faucets,3278.66
sku44079,Showers,4674.93
sku44080,Faucets,2888.48
sku44081,Faucets,1827.98
sku44082,Showers,3094.5
sku44083,Faucets,3647.04
sku44084,Toilets,1847.62
sku44085,Misc,1504.61
sku44086,Toilets,3531.68
sku44087,Misc,4725.65
sku44088,Faucets,2047.1
sku44089,Showers,3959.93
sku44090,Misc,2242.4
sku44091,Toilets,3548.7
sku44092,Faucets,2867.52
sku44093,Toilets,1202.34
sku44094,Faucets,2128.32
sku44095,Misc,373.59
sku44096,Toilets,4271.59
sku44097,Toilets,2645.92
sku44098,Faucets,2862.16
sku44099,Toilets,2893.38
sku44100,Misc,2235.41
sku44101,Showers,4077.88
sku44102,Showers,4601.66
sku44103,Misc,869.02
sku44104,Faucets,1161.18
sku44105,Showers,1458.19
sku44106,Misc,3110.89
sku44107,Toilets,128.83
sku44108,Showers,1821.96
sku44109,Misc,3387.89
sku44110,Showers,2477.81
sku44111,Misc,3436.36
sku44112,Misc,346.51
sku44113,Misc,331.42
sku44114,Toilets,1792.09
sku44115,Toilets,4676.7
sku44116,Faucets,320.4
sku44117,Toilets,2018.89
sku44118,Misc,4660.53
sku44119,Showers,2378.86
sku44120,Toilets,840.67
sku44121,Toilets,3877.59
sku44122,Misc,3316.96
sku44123,Showers,2271.15
sku44124,Showers,4113.9
sku44125,Showers,4643.96
sku44126,Showers,4957.11
sku44127,Showers,2560.8
sku44128,Toilets,958.99
sku44129,Toilets,1576.09
sku44130,Faucets,2359.73
sku44131,Toilets,3433.64
sku44132,Faucets,944.88
sku44133,Misc,1732.44
sku44134,Faucets,967.45
sku44135,Showers,3082.69
sku44136,Toilets,1679.65
sku44137,Faucets,2585.5
sku44138,Showers,2118.56
sku44139,Showers,3802.32
sku44140,Faucets,236.53
sku44141,Faucets,4512.42
sku44142,Showers,2628.54
sku44143,Showers,2960.49
sku44144,Misc,2585.18
sku44145,Toilets,2168.78
sku44146,Misc,3647.0
sku44147,Misc,2174.52
sku44148,Faucets,1853.09
sku44149,Misc,469.55
sku44150,Showers,2352.21
sku44151,Faucets,2970.25
sku44152,Faucets,3911.12
sku44153,Toilets,4160.28
sku44154,Toilets,4233.26
sku44155,Toilets,1071.75
sku44156,Faucets,4725.59
sku44157,Faucets,2357.91
sku44158,Faucets,4328.89
sku44159,Faucets,2129.33
sku44160,Faucets,4763.46
sku44161,Showers,906.49
sku44162,Misc,647.93
sku44163,Faucets,4758.78
sku44164,Faucets,3963.6
sku44165,Toilets,3100.23
sku44166,Showers,92.75
sku44167,Showers,3960.22
sku44168,Misc,1409.6
sku44169,Showers,4374.89
sku44170,Misc,3554.09
sku44171,Faucets,629.66
sku44172,Showers,2666.06
sku44173,Misc,106.89
sku44174,Misc,3633.34
sku44175,Toilets,2981.16
sku44176,Toilets,666.24
sku44177,Showers,3735.01
sku44178,Faucets,359.77
sku44179,Toilets,89.25
sku44180,Showers,1713.95
sku44181,Misc,2881.88
sku44182,Misc,2772.71
sku44183,Faucets,2017.78
sku44184,Showers,2109.69
sku44185,Faucets,2305.83
sku44186,Misc,2140.3
sku44187,Toilets,4924.84
sku44188,Showers,4295.78
sku44189,Faucets,1530.22
sku44190,Toilets,3874.13
sku44191,Faucets,3197.81
sku44192,Showers,4831.97
sku44193,Faucets,2987.48
sku44194,Faucets,4536.9
sku44195,Faucets,4686.04
sku44196,Misc,4484.79
sku44197,Showers,1713.51
sku44198,Misc,3894.13
sku44199,Toilets,3.37
sku44200,Faucets,2435.71
sku44201,Toilets,850.39
sku44202,Showers,4310.77
sku44203,Toilets,2329.54
sku44204,Misc,1476.58
sku44205,Misc,3086.93
sku44206,Faucets,1664.95
sku44207,Misc,4292.3
sku44208,Showers,3078.18
sku44209,Showers,3233.05
sku44210,Toilets,1793.61
sku44211,Faucets,2011.98
sku44212,Misc,394.32
sku44213,Misc,3350.68
sku44214,Misc,4623.53
sku44215,Faucets,3811.72
sku44216,Showers,4333.19
sku44217,Faucets,3060.51
sku44218,Misc,2033.64
sku44219,Faucets,1498.21
sku44220,Faucets,3242.16
sku44221,Faucets,1225.74
sku44222,Toilets,1854.14
sku44223,Misc,1494.84
sku44224,Showers,2840.13
sku44225,Misc,3842.94
sku44226,Showers,3220.2
sku44227,Misc,516.33
sku44228,Faucets,1509.4
sku44229,Toilets,3021.16
sku44230,Faucets,2577.97
sku44231,Toilets,2236.18
sku44232,Showers,478.2
sku44233,Misc,115.35
sku44234,Misc,4172.37
sku44235,Toilets,2854.85
sku44236,Faucets,2061.91
sku44237,Faucets,2281.78
sku44238,Showers,2749.75
sku44239,Faucets,2051.61
sku44240,Showers,3864.1
sku44241,Faucets,1946.35
sku44242,Faucets,151.54
sku44243,Faucets,5.78
sku44244,Showers,4500.35
sku44245,Faucets,2106.64
sku44246,Showers,1091.82
sku44247,Toilets,3669.16
sku44248,Misc,2417.77
sku44249,Faucets,4691.87
sku44250,Showers,771.95
sku44251,Toilets,678.99
sku44252,Misc,1591.41
sku44253,Toilets,3264.45
sku44254,Misc,3004.14
sku44255,Toilets,138.25
sku44256,Faucets,3215.7
sku44257,Misc,730.18
sku44258,Showers,2085.08
sku44259,Faucets,4823.51
sku44260,Misc,2062.37
sku44261,Toilets,2660.17
sku44262,Misc,2166.96
sku44263,Toilets,1489.73
sku44264,Faucets,3776.59
sku44265,Toilets,4674.22
sku44266,Faucets,1585.62
sku44267,Toilets,2648.47
sku44268,Showers,3113.87
sku44269,Misc,1553.82
sku44270,Faucets,2692.72
sku44271,Showers,1001.09
sku44272,Misc,3299.95
sku44273,Toilets,3409.77
sku44274,Misc,1941.39
sku44275,Showers,51.36
sku44276,Toilets,4945.41
sku44277,Toilets,1250.3
sku44278,Toilets,3545.05
sku44279,Toilets,927.89
sku44280,Toilets,2575.2
sku44281,Showers,4652.23
sku44282,Misc,4810.14
sku44283,Showers,3392.15
sku44284,Misc,4994.91
sku44285,Faucets,2006.8
sku44286,Toilets,3284.58
sku44287,Showers,3220.48
sku44288,Showers,458.53
sku44289,Faucets,1416.28
sku44290,Faucets,2355.35
sku44291,Faucets,61.81
sku44292,Misc,4942.89
sku44293,Misc,1797.8
sku44294,Misc,436.93
sku44295,Toilets,2838.02
sku44296,Misc,3950.64
sku44297,Faucets,2061.19
sku44298,Showers,1772.64
sku44299,Misc,1514.2
sku44300,Misc,2495.73
sku44301,Showers,1408.24
sku44302,Faucets,3535.64
sku44303,Misc,1354.14
sku44304,Faucets,629.54
sku44305,Faucets,294.17
sku44306,Misc,2320.42
sku44307,Showers,1932.01
sku44308,Misc,1861.12
sku44309,Toilets,4387.62
sku44310,Toilets,4946.54
sku44311,Faucets,1480.69
sku44312,Misc,460.61
sku44313,Showers,53.05
sku44314,Toilets,4888.94
sku44315,Misc,3700.22
sku44316,Toilets,587.97
sku44317,Toilets,29.58
sku44318,Faucets,745.7
sku44319,Faucets,3182.26
sku44320,Faucets,3404.62
sku44321,Misc,1350.9
sku44322,Showers,449.34
sku44323,Showers,4429.08
sku44324,Toilets,1488.33
sku44325,Toilets,3202.83
sku44326,Misc,1702.85
sku44327,Faucets,2181.0
sku44328,Misc,3548.83
sku44329,Showers,29.32
sku44330,Toilets,21.08
sku44331,Showers,1650.86
sku44332,Toilets,584.92
sku44333,Faucets,260.72
sku44334,Toilets,3697.36
sku44335,Faucets,4025.88
sku44336,Faucets,2458.74
sku44337,Showers,2228.7
sku44338,Misc,4720.17
sku44339,Misc,4319.07
sku44340,Toilets,2915.27
sku44341,Misc,2799.46
sku44342,Misc,362.78
sku44343,Misc,4557.03
sku44344,Showers,2705.89
sku44345,Showers,3181.09
sku44346,Misc,4092.0
sku44347,Faucets,840.96
sku44348,Misc,3456.46
sku44349,Showers,3522.1
sku44350,Faucets,4936.39
sku44351,Faucets,1758.99
sku44352,Misc,3098.43
sku44353,Faucets,3005.34
sku44354,Faucets,4662.56
sku44355,Showers,1887.1
sku44356,Showers,1620.05
sku44357,Toilets,65.04
sku44358,Faucets,3957.38
sku44359,Showers,3121.73
sku44360,Misc,4844.69
sku44361,Toilets,3712.24
sku44362,Showers,3543.21
sku44363,Toilets,2687.53
sku44364,Misc,416.91
sku44365,Showers,62.23
sku44366,Showers,461.94
sku44367,Showers,4739.02
sku44368,Faucets,2645.01
sku44369,Showers,2591.82
sku44370,Showers,773.51
sku44371,Toilets,919.26
sku44372,Showers,1892.81
sku44373,Faucets,3529.0
sku44374,Toilets,2841.45
sku44375,Misc,987.57
sku44376,Toilets,4330.06
sku44377,Misc,4978.73
sku44378,Toilets,2137.12
sku44379,Toilets,4640.28
sku44380,Faucets,2427.12
sku44381,Toilets,3233.98
sku44382,Toilets,2089.51
sku44383,Faucets,1471.33
sku44384,Toilets,3129.7
sku44385,Toilets,2664.11
sku44386,Faucets,1713.16
sku44387,Toilets,4224.28
sku44388,Showers,1154.25
sku44389,Misc,1878.31
sku44390,Toilets,2541.87
sku44391,Showers,4392.57
sku44392,Faucets,333.22
sku44393,Misc,828.03
sku44394,Misc,4489.74
sku44395,Toilets,661.07
sku44396,Showers,4154.29
sku44397,Misc,2675.53
sku44398,Toilets,2724.26
sku44399,Faucets,374.28
sku44400,Misc,2450.28
sku44401,Misc,4145.59
sku44402,Faucets,4715.73
sku44403,Misc,224.36
sku44404,Showers,3932.81
sku44405,Misc,909.38
sku44406,Showers,2296.63
sku44407,Misc,2568.01
sku44408,Faucets,3665.05
sku44409,Showers,3418.78
sku44410,Misc,215.28
sku44411,Misc,4473.44
sku44412,Showers,2000.29
sku44413,Faucets,798.26
sku44414,Misc,4498.95
sku44415,Toilets,1784.98
sku44416,Showers,3665.62
sku44417,Misc,1808.24
sku44418,Misc,1940.47
sku44419,Toilets,2099.96
sku44420,Showers,158.77
sku44421,Misc,3022.24
sku44422,Showers,4235.4
sku44423,Faucets,1015.95
sku44424,Showers,4380.57
sku44425,Misc,3180.95
sku44426,Misc,327.21
sku44427,Toilets,191.42
sku44428,Faucets,2890.82
sku44429,Misc,567.28
sku44430,Showers,1785.57
sku44431,Misc,946.91
sku44432,Toilets,584.24
sku44433,Misc,3711.5
sku44434,Showers,2723.36
sku44435,Faucets,3271.32
sku44436,Faucets,1832.62
sku44437,Toilets,1527.16
sku44438,Misc,3910.31
sku44439,Showers,4695.42
sku44440,Misc,102.97
sku44441,Showers,2807.57
sku44442,Toilets,3608.54
sku44443,Misc,903.83
sku44444,Misc,128.05
sku44445,Showers,606.12
sku44446,Toilets,1483.54
sku44447,Showers,2766.1
sku44448,Faucets,3711.89
sku44449,Misc,1108.34
sku44450,Misc,722.2
sku44451,Misc,2105.14
sku44452,Showers,1142.51
sku44453,Misc,3543.65
sku44454,Toilets,3895.29
sku44455,Misc,3312.26
sku44456,Toilets,4087.21
sku44457,Faucets,618.55
sku44458,Misc,4152.06
sku44459,Showers,3656.6
sku44460,Showers,3489.55
sku44461,Faucets,1076.71
sku44462,Toilets,4467.97
sku44463,Misc,4045.03
sku44464,Toilets,1675.48
sku44465,Misc,3027.83
sku44466,Misc,1000.16
sku44467,Toilets,3376.17
sku44468,Toilets,1080.95
sku44469,Misc,4195.16
sku44470,Misc,133.76
sku44471,Toilets,4961.12
sku44472,Toilets,276.91
sku44473,Showers,1141.12
sku44474,Misc,3383.02
sku44475,Showers,3560.72
sku44476,Faucets,2034.82
sku44477,Misc,4833.23
sku44478,Showers,214.6
sku44479,Faucets,3918.02
sku44480,Misc,4382.33
sku44481,Misc,4008.65
sku44482,Faucets,3605.07
sku44483,Faucets,3129.66
sku44484,Misc,3409.38
sku44485,Faucets,4698.31
sku44486,Toilets,2894.29
sku44487,Faucets,347.5
sku44488,Faucets,2664.36
sku44489,Misc,2533.53
sku44490,Misc,180.37
sku44491,Misc,2239.47
sku44492,Toilets,937.06
sku44493,Showers,246.89
sku44494,Faucets,1157.2
sku44495,Faucets,3361.16
sku44496,Toilets,655.54
sku44497,Toilets,2026.49
sku44498,Toilets,3111.95
sku44499,Showers,913.19
sku44500,Showers,42.56
sku44501,Misc,1695.38
sku44502,Misc,4566.19
sku44503,Faucets,4387.54
sku44504,Showers,1058.77
sku44505,Toilets,3544.7
sku44506,Toilets,2369.23
sku44507,Showers,3041.6
sku44508,Faucets,2544.74
sku44509,Misc,3260.28
sku44510,Toilets,4733.88
sku44511,Misc,1656.82
sku44512,Faucets,14.38
sku44513,Misc,776.98
sku44514,Toilets,2778.59
sku44515,Misc,1029.39
sku44516,Faucets,316.3
sku44517,Toilets,297.5
sku44518,Faucets,311.0
sku44519,Showers,4004.0
sku44520,Toilets,1962.95
sku44521,Misc,4151.72
sku44522,Misc,1429.01
sku44523,Misc,213.75
sku44524,Toilets,3690.1
sku44525,Showers,1326.94
sku44526,Showers,1271.76
sku44527,Faucets,1761.71
sku44528,Toilets,3895.78
sku44529,Toilets,2178.68
sku44530,Faucets,1172.09
sku44531,Faucets,4736.38
sku44532,Toilets,4855.1
sku44533,Showers,4432.41
sku44534,Toilets,4149.87
sku44535,Toilets,4231.16
sku44536,Misc,2064.75
sku44537,Toilets,4725.04
sku44538,Faucets,3431.66
sku44539,Faucets,434.24
sku44540,Showers,4548.18
sku44541,Faucets,3147.65
sku44542,Faucets,4813.64
sku44543,Toilets,3780.08
sku44544,Faucets,819.49
sku44545,Faucets,3744.02
sku44546,Misc,2057.89
sku44547,Faucets,4163.0
sku44548,Toilets,3129.79
sku44549,Showers,4153.99
sku44550,Faucets,4275.69
sku44551,Faucets,4092.23
sku44552,Toilets,185.34
sku44553,Faucets,1590.63
sku44554,Toilets,1475.91
sku44555,Toilets,1032.95
sku44556,Misc,1951.5
sku44557,Toilets,2402.19
sku44558,Misc,4009.92
sku44559,Toilets,1065.81
sku44560,Misc,1989.4
sku44561,Toilets,4791.84
sku44562,Misc,3568.72
sku44563,Toilets,3137.91
sku44564,Showers,2721.87
sku44565,Faucets,4740.78
sku44566,Faucets,4041.13
sku44567,Faucets,564.99
sku44568,Showers,4135.65
sku44569,Toilets,3148.87
sku44570,Misc,2074.35
sku44571,Misc,1661.73
sku44572,Toilets,1624.7
sku44573,Toilets,2875.57
sku44574,Misc,3584.06
sku44575,Faucets,4119.55
sku44576,Toilets,3657.98
sku44577,Misc,56.81
sku44578,Showers,2482.75
sku44579,Showers,4627.05
sku44580,Showers,3444.4
sku44581,Showers,4571.23
sku44582,Faucets,2205.46
sku44583,Misc,910.69
sku44584,Faucets,1394.6
sku44585,Faucets,3047.84
sku44586,Toilets,2524.29
sku44587,Showers,4885.05
sku44588,Misc,4654.02
sku44589,Faucets,4530.62
sku44590,Faucets,3619.52
sku44591,Showers,2935.75
sku44592,Misc,3156.21
sku44593,Faucets,157.32
sku44594,Toilets,4096.03
sku44595,Faucets,3115.52
sku44596,Showers,333.14
sku44597,Toilets,2543.77
sku44598,Faucets,2650.19
sku44599,Faucets,4440.97
sku44600,Toilets,2334.99
sku44601,Toilets,208.9
sku44602,Misc,386.46
sku44603,Showers,826.99
sku44604,Showers,1004.6
sku44605,Misc,4386.04
sku44606,Misc,3911.45
sku44607,Showers,4647.07
sku44608,Toilets,3551.8
sku44609,Faucets,1179.73
sku44610,Toilets,1086.33
sku44611,Showers,1598.69
sku44612,Showers,4343.3
sku44613,Faucets,166.28
sku44614,Toilets,31.91
sku44615,Showers,4264.45
sku44616,Toilets,3850.0
sku44617,Faucets,4118.48
sku44618,Faucets,3212.92
sku44619,Toilets,986.58
sku44620,Toilets,4165.96
sku44621,Faucets,4400.91
sku44622,Faucets,1140.58
sku44623,Faucets,2205.59
sku44624,Misc,3584.7
sku44625,Faucets,1017.45
sku44626,Toilets,4908.63
sku44627,Showers,534.17
sku44628,Showers,2315.48
sku44629,Faucets,2945.78
sku44630,Showers,1481.72
sku44631,Misc,4101.01
sku44632,Toilets,65.25
sku44633,Misc,3310.43
sku44634,Showers,3984.42
sku44635,Showers,4533.95
sku44636,Faucets,11.57
sku44637,Misc,4321.67
sku44638,Misc,4188.33
sku44639,Toilets,2798.35
sku44640,Misc,2474.87
sku44641,Faucets,1105.95
sku44642,Misc,1364.75
sku44643,Toilets,92.01
sku44644,Toilets,3105.96
sku44645,Misc,2759.47
sku44646,Showers,3082.1
sku44647,Misc,3970.29
sku44648,Misc,4723.03
sku44649,Showers,4434.38
sku44650,Toilets,2792.2
sku44651,Faucets,4368.38
sku44652,Toilets,4814.55
sku44653,Showers,2155.93
sku44654,Toilets,2913.32
sku44655,Toilets,3129.61
sku44656,Showers,1105.95
sku44657,Misc,1848.51
sku44658,Misc,2191.63
sku44659,Toilets,4247.23
sku44660,Faucets,1399.17
sku44661,Showers,1258.67
sku44662,Toilets,2010.54
sku44663,Faucets,1706.43
